,Product_1,Product_2,Product_3,Product_4,Product_5
2859451,8326109,25770121,14785024,2860621,3171419
40691443,32021463,2546979,34520643,25248696,4539349
25732951,11241055,3953455,588800,4252075,10590207
11241055,3953455,595655,4252075,10590207,588800
71892315,71907010,45070823,71893707,68025746,68100167
51668332,8141868,43017581,19772753,49658272,51668230
8023974,6412951,11633356,2034021,2066599,7494785
6473627,68645736,13764018,25403150,21416460,21047980
418556,104180,69459839,375565,376848,359492
584802,53266115,419024,418636,362872,10690670
28912009,4331913,51030375,74274442,52087768,34790708
74912653,37944329,29655357,15280632,58736477,58731373
54383925,48087407,48091364,54680052,51884751,59084364
59418162,73258681,70772235,73117102,1600005,13781306
7494785,26708402,6734149,42648299,26341625,17038778
43349411,8159079,54665,14990454,7770389,389145
10791582,487511,487532,56922762,64354130,487524
10793468,38151960,8141868,56384890,25062191,72004658
76309587,16860936,58291928,14868418,58298489,58215473
15088370,71938293,49658272,19772753,25062191,25171293
6919753,2774881,4331913,8299504,11443614,7739073
67564992,11308022,7077177,53250152,2063013,16980141
12431885,3953455,76054860,48701295,52295579,14928769
33342185,63912442,68592591,54624306,32132163,25325318
71052709,56612173,73463150,71938164,52070229,71051598
550558,233157,916764,362872,4738203,48056733
68579717,50434531,4432845,43921961,40737659,34574630
5986195,5844567,14078676,2054469,5987217,5986499
7614405,2927891,10860173,22028042,13745119,56515226
487532,10791582,487524,487511,64354130,56922762
13856052,6376015,6009539,6039405,5865627,5862639
74556971,75320704,74556923,75621718,75321722,75557002
71289500,73187624,74853592,72455227,72217122,71938164
72821318,54384395,75840202,72820740,72820664,72820927
48464389,16980141,17038778,21857291,6734149,53250152
72471606,71052709,73640620,73767444,77619027,72946423
25403150,68645736,6473627,44954579,21416460,21047980
47452735,13745119,7614405,56515226,62266000,71655498
72928043,48273751,52333193,52889826,35373097,26348659
73463150,72014868,73768914,73637020,74853592,72455227
25965194,55246585,74631286,8144693,73324095,44784387
10282851,10386686,38762682,21310789,45168294,13367716
56365197,52889826,46695756,22413470,72928043,52333193
3237483,10590207,10581170,58251130,11241055,14681554
53447698,65395332,57524517,15013997,19772753,49658272
47171757,16457489,6655899,11676550,11239836,72801647
49661643,15682170,60039593,44232101,1059892,1060082
32425367,15079790,23852057,53447698,46621334,65395332
361277,361279,122012,515551,36189537,588800
41147065,32850002,43742273,11891181,310993,310917
7650377,26708402,17473989,709192,12218724,13632171
75302620,53250152,75993812,7494785,6734149,59482840
21572053,66708181,58470334,57656568,23790776,21569900
49636672,56799815,53978256,14519500,48701295,23057599
14449573,45125720,19362591,2066599,6841341,10732310
376848,37000902,359492,73125075,41791430,375565
8130816,19362591,74317926,43369992,3151113,31522301
51971799,35373097,72560404,70772235,52889826,52333193
50711490,56873256,51343843,34790708,52769271,50237107
44954579,45163095,21416460,48490928,25403150,21047980
10113725,16221071,22153584,311940,25761647,52089160
62737062,8003987,23306883,15013997,23482495,47271217
54017205,1059892,44232899,1060082,3220143,234886
5911429,8112536,5904663,2054629,1819263,31142917
77738004,72455227,73187624,71948433,56612173,77737982
68495024,37000912,37000902,14445247,64319112,20475644
514927,916784,299431,554912,55897,233129
74853592,72014868,73768914,73637020,73463150,72455227
67056051,46472383,54626520,71944106,54485907,73261935
72127109,13367716,45168294,38762682,10386686,44607240
75666221,255023,23852057,46621334,53447698,15013997
8163884,7320225,51571587,28733908,23476288,55469774
50491560,71197069,71505389,58566938,68467585,54384395
536965,916784,916764,1011253,362872,550442
75840202,74215680,72821318,72820664,72820740,72820927
57061367,54384395,75754994,58566938,57309752,58390133
71674971,11239836,67752435,51198977,54350617,58298176
76126279,54639263,52089160,52402442,4492151,76085058
47815131,13151476,13151574,7555917,11794382,12485554
508536,7494785,540865,75993812,26708402,537791
29950661,13745119,22028042,10860173,56515226,7614405
74824252,75301142,61206696,57523356,74496917,58393093
22159161,8470266,80850379,42648299,35420153,54889765
35344651,58272980,55996377,66510277,80629901,64441281
31142917,8112536,3524487,5904663,1819263,5911429
66650870,7614405,54894940,16262699,14265753,13781962
67546816,52333193,52889826,56885678,67634480,68528166
73637020,71948433,73768914,73463150,74853592,72455227
8122699,32829823,72217122,56799621,56597141,8122678
55996377,65395332,59322576,72034454,66510277,58272980
74908430,67245899,21313534,23292023,66578633,74907707
68823075,12618638,23476288,55469774,10777563,12411687
67634480,56365197,26348659,35373097,73258681,54406343
26473455,58211548,15432912,15163759,15088370,25062191
14928769,4252075,76054860,76192331,48701295,12431885
34557311,52220154,47516974,47081914,22153584,40737659
71907010,68100167,45070823,68088752,71896003,71893707
3220163,28252100,255023,11477102,1059170,1324787
60030176,59322576,48493605,45661782,44232101,44231732
25171293,19772753,38144690,51668230,77718549,15088370
691576,702134,916764,233157,702132,233212
58251130,3237483,48738374,14681554,67069703,10581170
71944106,46472383,36710007,67056051,54485907,73261935
1524461,1524463,22436063,5511229,25468367,17929212
38118750,76161572,55719951,72217122,56597141,66138337
71075716,38144690,8141868,25062191,48483174,23291354
67245899,76203894,74908430,74907707,23292023,66578633
73286990,13307708,73947787,32132163,54624306,68592591
23291354,8141868,38144690,25062191,48483174,71075716
11708352,22159161,75321775,75323380,74750613,8470266
20204021,58251883,25404882,19907399,38997194,70115294
10777563,23476288,55469774,15388586,12411687,68823075
51370968,76777564,39056842,72575377,75641272,76310232
556556,11239836,379462,356791,375565,8378816
80850379,56799621,1995735,7383363,57524517,48483174
65089507,66620077,56889347,74964161,554912,56288980
55719951,38997194,75837832,72217122,76161572,56799621
46472383,71944106,75337445,36710007,54485907,73261935
1011253,15388586,23476288,55469774,536965,550442
642154,70772235,1600005,51571587,31602057,13781306
24932961,66746416,74955104,55210024,74572230,71291990
59482840,54889765,7494785,58023971,42648299,75302620
48273751,52889826,26348659,35373097,72928043,52333193
56873256,51119854,51343843,51030375,4216333,55571724
72728356,75186039,72014868,71656427,72455227,73187624
23292023,21313534,74908430,67245899,66578633,74907707
52539829,66746416,52528427,71291990,74572230,52945747
24489730,25248696,40691443,2546979,4539349,34520643
70373691,52220154,47081914,66940778,15849363,16217071
56025961,53978256,67709566,55457074,44217261,73763817
34531250,59301695,20997191,58390133,58473284,19336345
41195639,52402442,44009404,4492151,55049362,54639263
8089082,74561265,709192,21857291,54432315,53384260
168994,37834745,35726908,52846433,198233,14438455
63862336,52889826,56885678,26093257,52333193,50817650
66578633,21313534,74907707,74908430,67245899,23292023
14496225,11477102,51668230,53447698,7820533,74246209
51119854,4216333,74274442,8138271,56873256,55571724
234886,1060082,54017205,249953,15682170,3220143
74565955,58151291,70817873,73314682,74285829,41574489
14706909,65395332,20586805,24766023,56320903,45123323
20870415,19800169,38144690,8159799,8023300,1714729
44887774,47450066,70847754,55719951,38997194,73767444
15216943,20475644,12370066,12041791,54440051,11239836
32041253,72217122,23410785,56597141,56612173,8122678
14033757,51511070,26289675,2001029,53639147,3524487
57447641,51593115,55457074,53978256,56799815,67709566
48493605,11477102,60030176,65395332,47321729,44231732
11452489,11241055,11436297,11449535,11575714,11387160
37552451,5899299,8321616,73315307,8130811,11856185
233212,23518127,233129,55897,54665,691576
35278834,45268753,41791430,11236009,69459839,35292559
55457074,73763817,57447641,67709566,56025961,44217261
32132163,73286990,25325318,68592591,33342185,54624306
73861888,72217122,8122699,56597141,13151476,13151574
72290186,73187624,78010530,74890302,72455227,57524517
52093852,20997191,58473284,34531250,20919759,38215482
56288980,899588,554912,43349411,56889347,66620077
5904663,6412951,6039405,1819263,5911429,31142917
66541696,29655357,19583872,65104045,37944329,56313543
8122678,56612173,53611551,75643830,56597141,8122699
6082263,21459682,26359414,11676550,11239836,15226911
1995735,8141868,17038778,56515332,80850379,14970347
52528427,66746416,24932961,55445629,71291990,52539829
44009404,4492151,54639263,41195639,55049362,52244173
72634099,38997194,70847754,71934115,25404882,70823216
586849,4340431,3018149,426223,1517005,461038
5511229,50253867,22436063,25468367,17929212,1524461
66977630,57452525,899588,14681554,8645787,9724992
11236009,73842403,14449573,10732310,33786496,35278834
44247165,28733908,31602057,15388586,48100590,10784603
62266000,7614405,56515226,3040151,47452735,71655498
23482495,62737062,59322576,7820533,47271217,15013997
25468367,10671551,5511229,1524461,22436063,17929212
45163095,12370066,25403150,48490928,12041791,41492301
44241909,23463787,299431,299461,515551,53082795
72801647,74496917,75301142,58298176,72628067,11239836
58151291,74285829,70817873,46695756,41574489,46621334
3424667,74853954,33573544,65074378,28937832,3416201
28252100,11477102,54017350,3220163,1059170,1324787
14265753,66650870,56515226,71655498,24865067,13781962
20276836,5050641,56720370,52644664,16738277,26288854
15377266,21973916,21221639,2020929,4727887,71641304
23410785,76161572,56597141,56306151,71948433,56308749
58326163,14313154,50253867,32399542,26029929,25696258
22336000,70772235,52333193,22413470,52347882,35726908
360738,2462825,50082914,3953455,76192331,48701295
56384890,51668230,8003987,51668332,7589409,58363324
54735304,77718549,25062191,38144690,49658272,19772753
411505,550442,51571587,31602057,70772235,67290439
6039405,28437643,6009539,6010061,6376015,6039457
21857291,42648299,53250152,6734149,7494785,26341625
22028042,13745119,10860173,56515226,7614405,13119283
32399542,66708181,26029929,58326163,25696258,52336074
20997191,58390133,59301695,34531250,58473284,19336345
58272980,59322576,35344651,72034454,66510277,55996377
48967928,22159161,51470901,54894940,33360472,17038778
2001029,51511070,26289675,51510460,53639147,3524487
537791,6734149,75993812,7494785,26708402,508536
14970347,17038778,69238917,80850379,1995735,56515332
10680458,32933095,10724668,13302966,2775643,11834620
6012693,6009539,6039457,6039405,28437643,6012645
54350617,11239836,67752435,51198977,58298176,71674971
42194494,71674971,24408779,11239836,10385313,42564424
59139788,71291990,52528427,50424465,11794382,12485554
66746416,24932961,71291990,74572230,74955104,55210024
9355345,4252075,2301357,14313154,68438139,11191145
46037816,14313154,367337,66708181,50253867,25696258
48147907,13395603,71672203,1516999,461040,426223
56597141,8122699,32829823,72217122,56799621,72540740
53896395,48273751,72560404,52333193,70772235,22413470
35412981,55850715,58866777,4268915,71291990,74572230
31647432,899654,21440975,899588,52241344,12090644
54894940,7494785,69238917,17038778,33360472,54889765
64354130,10791582,487532,487511,56922762,487524
70847754,71948433,72455227,74456975,71934115,74457004
71934115,72634099,71948433,38997194,73767444,70847754
80629901,58272980,55996377,66510277,35344651,64441281
72820664,54384395,75840202,72820927,72821318,72820740
53639147,2001029,51511070,26289675,51510460,3524487
25557326,48273751,13145075,7471335,716466,9802393
72014868,72728356,73768914,74853592,74890302,72455227
37792470,11254535,36264193,11217956,19460704,72802708
10579210,14790642,51571587,74247140,49498981,70772235
20712825,67262439,68125744,71505389,4125015,54384395
2054469,2054629,14078676,5986499,5986195,5987217
54624306,73286990,25325318,33342185,68592591,32132163
73980687,71197069,68125744,68135096,73488819,68125768
359726,702132,199828,4312979,14265753,13781962
22198166,8122699,38118750,76161572,56597141,32829823
359480,361277,359483,122012,11914559,359484
73117102,52889826,56885678,61224691,73117254,73116940
14313154,52241344,53631890,25696258,50253867,26029929
12477248,17473989,17474656,72462227,24255305,26314426
74847116,299431,5511229,52241344,899588,66620077
71672203,1501767,1500863,461038,73315307,73179180
53250152,7494785,7077177,21857291,48464389,6734149
57748047,57811160,53444660,48430140,15669028,33115720
52295579,32831638,7494785,10606661,75993812,26708402
74955104,52945747,71291990,55445629,55210024,74572230
55850715,72796676,74955104,54628125,74572230,52945747
23306883,43017581,8003987,19772753,49658272,35420153
15226911,11239836,6082263,21459682,15129417,11676550
63912442,71291990,54487123,25325318,36710007,74572230
57309752,75754994,54935451,58566938,59195378,71101151
29655357,7140249,17589287,66541696,37944329,15280632
73127627,49658272,69238917,19772753,58363324,43017581
550442,23476288,55469774,70772235,12411687,536965
70524690,55445629,55210024,74955104,73261935,72796676
73767444,72455227,70847754,71948433,71934115,44887774
67069703,3237483,57452525,14681554,10581170,58251130
31897051,66977630,14681554,57452525,899654,899588
80133022,21017060,79965318,79887552,79857302,79952488
11449535,11241055,11436297,11452489,11387160,11575714
6187847,48592245,52220154,34557311,15849363,40737659
64762415,40691443,25248696,34520643,44003914,8428670
58930785,7320225,8274317,55925516,8470266,49498981
77737982,73637020,71948433,72455227,74853592,77738004
67975846,52608923,36710007,66541696,35735258,50937043
25922110,12110556,13302966,32933095,43761442,6986847
17954271,3220933,461040,461038,71672203,426223
49548043,35373097,48273751,52889826,52333193,41574489
7296633,14904488,15088370,14904115,49291897,50239829
58731373,76161572,32829823,15280632,74912653,58736477
23463787,299461,23518127,899588,53082795,52241344
54710061,54889765,15013997,54894940,80978486,19419738
4216333,5371673,68358114,51343843,51030375,56873256
21578204,14069536,13145075,31602057,51571587,70761592
51198977,54343219,67752435,54350617,58298176,71674971
